symbol,series,date1,prev_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_q_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
EVERESTIND, EQ,2022-12-22,801.5,809.4,814.4,768.7,784.0,788.2,793.32,25094,199.08,4330,11328,45.14
EXCEL, BE,2022-12-22,0.55,0.55,0.55,0.5,0.55,0.5,0.51,16673724,84.21,3642,None,None
EXCELINDUS, EQ,2022-12-22,1144.45,1150.2,1159.3,1096.85,1102.05,1104.75,1110.3,15344,170.36,3574,6951,45.3
EXIDEIND, EQ,2022-12-22,187.15,187.2,188.7,182.6,183.65,183.9,184.54,2835248,5232.15,26139,1549845,54.66
EXPLEOSOL, EQ,2022-12-22,1171.75,1170.0,1215.0,1151.0,1214.95,1207.45,1181.44,12977,153.32,2378,6768,52.15
EXXARO, EQ,2022-12-22,108.95,109.75,124.7,104.5,106.3,105.45,106.84,116306,124.26,2358,75900,65.26
FACT, EQ,2022-12-22,295.85,303.0,303.0,266.3,266.3,267.65,277.06,5084076,14086.1,67061,689708,13.57
FAIRCHEMOR, EQ,2022-12-22,1303.5,1317.0,1324.9,1256.8,1260.05,1266.25,1276.67,18789,239.87,5177,7366,39.2
FAZE3Q, EQ,2022-12-22,264.5,264.0,269.0,251.1,268.8,267.95,261.65,19268,50.41,1482,12199,63.31
FCL, EQ,2022-12-22,264.7,264.7,269.05,246.35,251.25,251.25,253.37,909345,2304.01,23212,308221,33.89
FCONSUMER, EQ,2022-12-22,1.5,1.55,1.55,1.45,1.45,1.45,1.47,3085384,45.42,1750,2789456,90.41
FCSSOFT, EQ,2022-12-22,2.8,2.8,2.85,2.65,2.75,2.7,2.71,5662304,153.71,4466,3380045,59.69
FDC, EQ,2022-12-22,280.7,282.9,282.9,273.55,276.5,276.75,277.35,66028,183.13,3823,30297,45.89
FEDERALBNK, EQ,2022-12-22,130.9,131.45,132.35,127.1,127.7,127.95,128.79,17643887,22723.3,68670,8230773,46.65
FEL, EQ,2022-12-22,1.75,1.8,1.8,1.6,1.7,1.7,1.69,3474141,58.57,1498,1872237,53.89
FELDVR, EQ,2022-12-22,7.4,7.5,7.75,7.1,7.75,7.6,7.52,75562,5.68,310,46253,61.21
FELIX, SM,2022-12-22,80.0,76.0,76.0,76.0,76.0,76.0,76.0,4000,3.04,1,4000,100.0
FIBERWEB, EQ,2022-12-22,35.25,36.5,36.5,34.0,35.2,34.7,35.29,51550,18.19,782,27032,52.44
FIDEL, SM,2022-12-22,62.8,62.2,63.4,61.0,61.0,61.0,61.75,36000,22.23,12,33000,91.67
FIEMIND, EQ,2022-12-22,1802.15,1825.0,1839.45,1760.0,1782.0,1790.95,1781.39,48333,861.0,8487,23800,49.24
FILATEX, EQ,2022-12-22,94.35,94.1,94.85,91.5,92.4,92.25,93.31,339077,316.38,2853,278316,82.08
FINCABLES, EQ,2022-12-22,536.1,540.2,543.45,508.9,525.15,517.3,519.64,272751,1417.33,17536,103305,37.88
FINEORG, EQ,2022-12-22,5696.3,5710.0,5728.35,5500.0,5600.0,5601.4,5581.6,40181,2242.74,11742,22829,56.82
FINOPB, EQ,2022-12-22,253.3,255.0,256.45,237.1,243.05,242.8,243.98,219614,535.81,9367,81227,36.99
FINPIPE, EQ,2022-12-22,185.8,185.75,185.8,171.6,180.5,180.05,178.29,1854773,3306.96,27246,549719,29.64
FIVESTAR, EQ,2022-12-22,595.45,606.65,606.65,563.45,575.0,570.55,577.59,102954,594.66,8435,38794,37.68
FLEXITUFF, BE,2022-12-22,31.35,31.35,32.35,29.8,30.8,30.8,30.23,13524,4.09,50,None,None
FLFL, EQ,2022-12-22,7.05,7.4,7.4,6.8,7.4,7.4,7.29,1108088,80.74,2066,695830,62.8
FLUOROCHEM, EQ,2022-12-22,3039.25,3080.0,3094.45,2929.0,2960.0,2978.3,2975.29,128088,3810.99,12865,70515,55.05
FMGOETZE, EQ,2022-12-22,302.35,301.55,308.35,298.05,302.1,302.6,300.94,84925,255.57,1862,62692,73.82
FMNL, EQ,2022-12-22,5.5,5.6,5.65,5.25,5.25,5.3,5.32,75081,4.0,226,53007,70.6
FOCE, SM,2022-12-22,694.9,665.05,695.0,665.05,695.0,695.0,680.03,1200,8.16,2,1200,100.0
FOCUS, EQ,2022-12-22,289.2,287.0,296.95,274.75,274.75,274.75,280.67,25991,72.95,490,21902,84.27
FOODSIN, BE,2022-12-22,126.9,126.9,129.9,120.6,120.6,120.6,120.91,153527,185.62,660,None,None
FORCEMOT, EQ,2022-12-22,1425.2,1432.0,1455.8,1370.1,1402.0,1398.75,1393.78,53523,745.99,8184,23290,43.51
FORTIS, EQ,2022-12-22,285.65,285.65,287.2,277.35,280.0,280.0,281.08,1799516,5058.09,22134,1175217,65.31
FOSECOIND, EQ,2022-12-22,1935.25,1948.0,1948.0,1872.15,1930.0,1924.45,1902.59,2906,55.29,666,1775,61.08
FROG, SM,2022-12-22,234.1,236.0,240.0,227.0,230.0,229.95,231.83,28000,64.91,59,20400,72.86
FSC, BE,2022-12-22,25.95,25.95,25.95,24.75,25.85,24.85,25.24,17138,4.33,162,None,None
FSL, EQ,2022-12-22,102.8,103.45,103.9,101.65,102.65,102.8,102.69,2017676,2071.87,12857,741866,36.77
FUSION, EQ,2022-12-22,369.75,371.7,374.15,355.3,357.8,362.35,361.89,475783,1721.82,15863,288719,60.68
GABRIEL, EQ,2022-12-22,183.6,185.25,187.2,167.9,172.35,171.45,172.6,1388298,2396.2,27280,544436,39.22
GAEL, EQ,2022-12-22,247.05,248.3,248.3,234.25,239.5,237.95,239.22,303533,726.12,10870,106622,35.13
GAIL, EQ,2022-12-22,95.1,95.15,96.0,92.8,94.0,94.15,93.95,12024065,11296.6,42131,4952357,41.19
GAL, EQ,2022-12-22,3.85,4.15,4.2,3.75,4.2,4.1,4.01,2726710,109.25,1478,1784068,65.43
GALAXYSURF, EQ,2022-12-22,2624.8,2611.0,2637.35,2555.0,2557.0,2558.3,2576.47,17141,441.63,4236,10582,61.74
GALLANTT, EQ,2022-12-22,61.2,61.35,61.5,58.0,58.9,58.65,59.04,59824,35.32,1004,39224,65.57
GANDHITUBE, EQ,2022-12-22,562.7,579.95,579.95,536.05,552.05,552.7,552.71,34484,190.6,1930,15574,45.16
GANECOS, EQ,2022-12-22,928.05,932.7,937.0,884.9,893.0,894.65,901.42,100818,908.8,5869,57620,57.15
GANESHBE, EQ,2022-12-22,142.6,143.0,144.8,140.05,144.05,142.6,141.61,184121,260.73,2702,111614,60.62
GANESHHOUC, EQ,2022-12-22,327.1,327.1,343.85,321.0,343.85,331.05,329.04,102418,337.0,2547,67695,66.1
GANGAFORGE, EQ,2022-12-22,4.5,4.5,4.5,4.3,4.4,4.4,4.37,257360,11.26,589,214707,83.43
GANGESSECU, EQ,2022-12-22,123.75,124.65,124.65,114.25,117.9,116.75,117.42,22588,26.52,933,16038,71.0
GARFIBRES, EQ,2022-12-22,3229.3,3245.0,3245.0,3136.0,3207.0,3200.9,3187.37,8831,281.48,3532,4399,49.81
GATEWAY, EQ,2022-12-22,67.05,68.4,68.4,64.9,66.75,66.15,66.02,853839,563.72,5740,570113,66.77
GATI, EQ,2022-12-22,145.1,146.75,146.75,137.6,139.95,138.8,140.47,394255,553.79,9331,189202,47.99
GAYAHWS, EQ,2022-12-22,0.95,0.95,0.95,0.9,0.9,0.9,0.91,595113,5.4,287,337731,56.75
GAYAPROJ, BE,2022-12-22,9.0,9.0,9.1,8.6,8.8,8.7,8.74,377896,33.04,818,None,None
GEECEE, EQ,2022-12-22,156.65,156.75,156.75,148.1,151.1,151.45,150.64,19920,30.01,1449,9652,48.45
GEEKAYWIRE, EQ,2022-12-22,72.8,73.0,74.0,66.6,69.0,71.15,69.33,54958,38.1,1101,30275,55.09
GENCON, EQ,2022-12-22,32.0,32.1,32.1,30.6,30.6,31.3,31.36,43401,13.61,630,24905,57.38
GENESYS, EQ,2022-12-22,444.4,446.25,450.0,425.0,450.0,441.5,433.16,18072,78.28,658,12685,70.19
GENUSPAPER, EQ,2022-12-22,18.2,18.55,21.5,17.0,18.35,18.35,18.49,1871119,346.05,5120,503968,26.93
GENUSPOWER, EQ,2022-12-22,86.25,86.3,87.55,82.25,84.35,83.25,84.44,676774,571.47,6535,303056,44.78
GEOJITFSL, EQ,2022-12-22,47.0,47.05,47.5,46.0,46.5,46.45,46.73,570705,266.7,3103,363571,63.71
GEPIL, EQ,2022-12-22,140.85,142.95,142.95,134.0,135.0,135.35,136.17,111564,151.92,4118,63409,56.84
GESHIP, EQ,2022-12-22,717.8,712.0,725.0,690.05,713.45,717.65,712.46,330215,2352.66,19132,117768,35.66
GET&D, EQ,2022-12-22,120.75,123.0,123.0,109.0,110.0,110.35,112.83,145902,164.62,3144,92808,63.61
GFLLIMITED, EQ,2022-12-22,64.9,64.25,65.25,63.0,63.75,63.85,63.84,80121,51.15,2267,52055,64.97
GHCL, EQ,2022-12-22,510.35,510.65,518.0,494.0,501.65,501.35,502.25,322291,1618.71,12464,153498,47.63
GICHSGFIN, EQ,2022-12-22,196.8,196.8,198.35,179.3,185.5,186.95,186.37,1745048,3252.23,23254,444129,25.45
GICL, SM,2022-12-22,44.75,42.55,42.55,42.55,42.55,42.55,42.55,3000,1.28,1,3000,100.0
GICRE, EQ,2022-12-22,167.95,169.4,177.7,162.2,176.9,175.7,170.43,15637540,26651.6,91542,1370968,8.77
GILLANDERS, EQ,2022-12-22,74.05,75.3,77.35,69.95,70.5,70.75,72.33,49486,35.79,788,34561,69.84
GILLETTE, EQ,2022-12-22,4985.5,4986.1,4990.1,4940.0,4949.9,4948.9,4958.51,2495,123.71,776,1760,70.54
GILT5YBEES, EQ,2022-12-22,50.32,50.44,50.44,50.25,50.33,50.34,50.32,99218,49.93,404,56996,57.45
GINNIFILA, EQ,2022-12-22,33.25,33.0,33.6,31.55,31.55,31.9,32.11,60354,19.38,508,43213,71.6
GIPCL, EQ,2022-12-22,83.5,84.0,84.7,80.25,82.8,82.5,81.98,446592,366.14,4083,245762,55.03
GKWLIMITED, EQ,2022-12-22,560.5,568.8,568.85,550.0,552.0,554.05,551.96,725,4.0,83,642,88.55
GLAND, EQ,2022-12-22,1612.3,1619.0,1658.95,1594.0,1599.95,1605.15,1619.71,455043,7370.39,28796,207657,45.63
GLAXO, EQ,2022-12-22,1345.1,1345.1,1355.95,1325.0,1349.9,1344.8,1339.35,34879,467.15,4011,17442,50.01
GLENMARK, EQ,2022-12-22,440.4,445.7,451.0,428.4,436.7,436.4,439.24,3196842,14041.9,49531,391282,12.24
GLFL, EQ,2022-12-22,3.5,3.35,3.45,3.35,3.35,3.4,3.35,14627,0.49,88,13959,95.43
GLOBAL, EQ,2022-12-22,209.35,205.3,211.6,198.9,202.5,201.8,201.58,89401,180.21,2283,49070,54.89
GLOBALVECT, EQ,2022-12-22,52.3,51.35,54.15,50.8,52.35,52.35,52.05,23788,12.38,340,16007,67.29
GLOBE, EQ,2022-12-22,4.8,4.8,4.8,4.45,4.6,4.55,4.58,859758,39.42,1515,674200,78.42
GLOBUSSPR, EQ,2022-12-22,865.3,865.0,865.0,814.0,827.95,827.15,831.68,132192,1099.42,10309,56332,42.61
GLS, EQ,2022-12-22,426.6,426.9,432.4,417.25,418.7,418.85,421.22,74805,315.1,4341,46004,61.5
GMBREW, EQ,2022-12-22,622.35,622.4,628.95,582.35,589.0,587.15,598.84,62032,371.47,4314,30043,48.43
GMDCLTD, EQ,2022-12-22,141.2,142.05,144.0,135.5,137.2,137.05,138.1,926918,1280.06,12004,359862,38.82
GMMPFAUDLR, EQ,2022-12-22,1622.0,1621.0,1646.9,1558.0,1571.3,1571.45,1585.59,368413,5841.54,32450,133830,36.33
GMRINFRA, EQ,2022-12-22,40.9,41.0,41.4,39.6,39.9,40.0,40.17,11818673,4748.15,45226,3545184,30.0
GMRP&UI, EQ,2022-12-22,22.75,22.1,22.85,21.65,21.65,21.65,21.88,700185,153.17,1818,465267,66.45
GNA, EQ,2022-12-22,654.0,660.5,662.15,640.85,650.95,648.55,648.06,37566,243.45,2791,24780,65.96
GNFC, EQ,2022-12-22,552.7,556.5,559.9,532.55,554.0,552.4,545.69,1439928,7857.57,27249,374184,25.99
GOACARBON, EQ,2022-12-22,531.45,535.0,535.0,499.2,503.5,506.75,509.45,78273,398.76,3966,44612,57.0
GOCLCORP, EQ,2022-12-22,375.4,377.65,380.0,352.2,364.75,359.25,361.54,122383,442.47,7853,50935,41.62
GOCOLORS, EQ,2022-12-22,1167.05,1168.95,1175.0,1121.4,1134.85,1132.1,1133.6,19056,216.02,3724,8493,44.57
GODFRYPHLP, EQ,2022-12-22,1943.8,1956.0,1961.9,1796.1,1824.95,1818.4,1849.18,227729,4211.13,19485,57937,25.44
GODHA, EQ,2022-12-22,3.0,3.0,3.05,2.75,2.9,2.85,2.88,1182278,34.07,1446,637244,53.9
GODREJAGRO, EQ,2022-12-22,472.15,471.65,475.7,466.7,468.0,467.65,469.56,37123,174.31,3146,18239,49.13
GODREJCP, EQ,2022-12-22,884.35,882.55,899.0,880.05,889.95,891.35,892.52,864653,7717.23,41202,358657,41.48
GODREJIND, EQ,2022-12-22,442.8,444.0,449.05,433.7,435.0,435.9,440.22,87265,384.16,9445,36945,42.34
GODREJPROP, EQ,2022-12-22,1254.4,1263.0,1272.3,1220.05,1224.8,1227.45,1240.17,413617,5129.56,18700,102903,24.88
GOENKA, BZ,2022-12-22,1.6,1.65,1.65,1.55,1.55,1.55,1.55,235652,3.66,291,None,None
GOKEX, EQ,2022-12-22,360.9,362.9,364.0,340.0,344.05,341.55,348.57,273747,954.19,11659,119354,43.6
GOKUL, EQ,2022-12-22,37.95,38.1,39.45,34.55,35.75,35.75,36.32,733018,266.26,5237,349547,47.69
GOKULAGRO, EQ,2022-12-22,124.75,124.75,128.55,117.4,120.5,121.15,120.13,427877,514.0,9369,172624,40.34
GOLDBEES, EQ,2022-12-22,46.86,47.28,47.28,46.68,46.77,46.87,46.95,4841450,2273.16,20653,3557523,73.48
GOLDENTOBC, BZ,2022-12-22,69.25,70.65,70.65,67.0,68.3,68.1,68.06,4838,3.29,83,None,None
GOLDIAM, EQ,2022-12-22,128.2,128.05,130.75,124.0,126.95,126.25,126.1,137322,173.16,3986,69093,50.31
GOLDSHARE, EQ,2022-12-22,46.75,46.8,47.1,46.65,46.65,46.9,46.92,112485,52.78,622,82063,72.95
GOLDSTAR, SM,2022-12-22,118.8,124.7,124.7,124.7,124.7,124.7,124.7,6000,7.48,1,6000,100.0
GOLDTECH, EQ,2022-12-22,46.9,46.9,49.45,45.5,45.5,45.65,46.48,26247,12.2,368,14345,54.65
GOODLUCK, EQ,2022-12-22,497.05,495.0,504.2,446.1,447.0,453.3,465.85,567669,2644.47,17494,255540,45.02
GOODYEAR, EQ,2022-12-22,1085.65,1108.0,1108.0,1048.1,1062.0,1060.9,1063.3,21971,233.62,4154,10105,45.99
GOYALALUM, EQ,2022-12-22,174.5,169.65,172.15,163.3,163.4,165.05,168.69,31448,53.05,267,4835,15.37
GPIL, EQ,2022-12-22,340.9,340.0,349.9,325.25,345.5,346.8,337.07,968239,3263.67,22706,390262,40.31
GPPL, EQ,2022-12-22,92.5,93.3,94.2,87.55,89.35,89.5,89.57,1911085,1711.8,13097,834467,43.66
GPTINFRA, EQ,2022-12-22,52.2,52.5,52.5,49.15,49.5,49.65,50.05,44163,22.1,726,33301,75.4
GRANULES, EQ,2022-12-22,335.65,337.0,338.0,325.5,327.0,327.25,329.63,753315,2483.13,11797,196065,26.03
GRAPHITE, EQ,2022-12-22,380.15,382.0,382.8,366.2,370.4,368.8,371.53,367687,1366.08,14579,156827,42.65
GRASIM, EQ,2022-12-22,1732.9,1746.0,1755.75,1726.05,1744.5,1744.85,1742.48,419967,7317.86,27421,104334,24.84
GRAUWEIL, EQ,2022-12-22,87.65,88.3,89.45,82.95,85.75,85.0,85.05,583038,495.86,6275,227515,39.02
GRAVITA, EQ,2022-12-22,428.75,431.95,439.75,410.2,417.15,419.15,419.48,515946,2164.27,19101,161678,31.34
GREAVESCOT, EQ,2022-12-22,134.75,135.4,136.25,130.2,132.2,132.05,132.1,1229969,1624.83,13157,512054,41.63
GREENLAM, EQ,2022-12-22,314.15,317.0,317.05,306.6,311.25,311.65,310.16,9780,30.33,922,5287,54.06
GREENPANEL, EQ,2022-12-22,330.0,330.4,335.15,316.0,322.2,321.05,322.39,254844,821.6,15066,113603,44.58
GREENPLY, EQ,2022-12-22,150.5,151.0,151.55,144.0,144.5,144.7,145.86,188783,275.35,6564,139358,73.82
GREENPOWER, EQ,2022-12-22,10.45,10.7,12.35,9.95,12.1,12.1,11.2,28840760,3229.89,23150,13990160,48.51
GRINDWELL, EQ,2022-12-22,1914.25,1929.85,1929.85,1880.0,1925.0,1899.8,1905.69,42803,815.69,10074,24308,56.79
GRINFRA, EQ,2022-12-22,1158.55,1186.0,1186.0,1134.0,1158.0,1155.0,1153.29,53559,617.69,7248,45438,84.84
GRMOVER, EQ,2022-12-22,350.75,356.0,357.35,335.05,336.15,337.6,342.01,51942,177.65,9104,19026,36.63
GROBTEA, EQ,2022-12-22,876.5,907.55,908.0,859.15,859.15,868.25,874.41,262,2.29,93,177,67.56
GRPLTD, EQ,2022-12-22,1960.75,1955.0,2190.0,1852.0,2160.95,2052.9,1959.26,2713,53.15,433,1840,67.82
GRSE, EQ,2022-12-22,485.25,487.95,490.1,442.0,446.65,446.7,456.51,1370357,6255.84,36004,320947,23.42
GRWRHITECH, EQ,2022-12-22,684.9,688.7,691.9,650.0,661.0,663.75,665.71,24058,160.16,2567,12330,51.25
GSCLCEMENT, EQ,2022-12-22,37.6,38.0,38.2,36.0,36.35,36.35,36.72,153425,56.34,1277,81129,52.88
GSFC, EQ,2022-12-22,134.45,135.5,136.3,128.2,130.0,130.25,131.39,3456252,4541.26,19905,1245436,36.03
GSPL, EQ,2022-12-22,267.75,267.75,267.8,256.3,258.4,258.45,260.38,798868,2080.07,24770,345901,43.3
GSS, EQ,2022-12-22,288.35,286.25,294.95,269.4,272.5,271.95,275.5,80636,222.15,3381,52133,64.65
GSTL, SM,2022-12-22,85.75,81.5,81.5,81.5,81.5,81.5,81.5,8000,6.52,2,8000,100.0
GTL, EQ,2022-12-22,8.1,8.15,8.3,7.6,7.8,7.75,7.82,818719,64.0,1782,408890,49.94
GTLINFRA, EQ,2022-12-22,1.25,1.25,1.3,1.2,1.25,1.25,1.22,19266770,234.68,9295,17979632,93.32
GTPL, EQ,2022-12-22,138.1,138.1,140.45,136.1,136.5,136.7,137.85,60682,83.65,1093,32986,54.36
GUFICBIO, EQ,2022-12-22,219.85,221.4,221.55,215.5,220.0,217.4,216.93,103531,224.59,3586,57648,55.68
GUJALKALI, EQ,2022-12-22,739.55,743.0,747.0,711.0,724.0,719.05,723.28,85408,617.74,6424,43320,50.72
GUJAPOLLO, EQ,2022-12-22,197.95,200.85,200.85,195.5,196.3,196.15,196.47,4388,8.62,133,3613,82.34
GUJGASLTD, EQ,2022-12-22,513.5,513.5,516.3,494.0,495.5,495.5,500.14,1066001,5331.47,20606,298546,28.01
GUJRAFFIA, BE,2022-12-22,41.25,42.0,43.3,39.2,39.25,39.85,39.96,12934,5.17,123,None,None
GULFOILLUB, EQ,2022-12-22,438.35,440.55,441.0,419.0,422.0,421.6,425.19,38805,164.99,3047,22559,58.13
GULFPETRO, EQ,2022-12-22,42.65,43.15,43.15,40.0,41.3,40.65,40.88,188249,76.96,1671,108496,57.63
GULPOLY, EQ,2022-12-22,257.95,257.0,262.9,244.3,245.0,246.65,249.49,90633,226.12,3182,60851,67.14
GVKPIL, EQ,2022-12-22,3.05,3.05,3.05,2.9,2.95,2.9,2.93,2656939,77.86,1795,1362097,51.27
HAL, EQ,2022-12-22,2582.05,2588.0,2601.0,2493.0,2521.8,2524.5,2532.76,868589,21999.3,61577,313913,36.14
HAPPSTMNDS, EQ,2022-12-22,908.1,910.9,916.45,880.0,890.0,888.2,891.43,263282,2346.97,21119,120101,45.62
HARDWYN, EQ,2022-12-22,304.2,302.0,315.45,276.35,296.0,290.05,291.07,14967,43.56,1810,6953,46.46
HARIOMPIPE, EQ,2022-12-22,323.6,327.7,337.0,315.0,327.0,329.1,326.27,294230,959.98,14292,94625,32.16
HARRMALAYA, EQ,2022-12-22,140.75,143.5,143.5,135.15,137.0,136.55,137.22,37273,51.15,1148,20535,55.09
HARSHA, EQ,2022-12-22,387.6,388.0,391.55,368.6,382.0,381.7,377.03,249293,939.91,16227,135473,54.34
HATHWAY, EQ,2022-12-22,17.7,17.8,18.2,16.85,17.0,16.95,17.2,6044140,1039.53,7860,2340688,38.73
HATSUN, EQ,2022-12-22,904.5,900.1,908.8,893.05,900.0,900.2,900.21,14637,131.76,2834,9317,63.65
HATSUN-RE, BE,2022-12-22,468.65,457.0,468.65,452.0,459.0,461.7,454.79,2002,9.1,400,None,None
HAVELLS, EQ,2022-12-22,1156.3,1158.0,1163.05,1134.4,1137.0,1138.3,1142.23,697173,7963.33,57454,393544,56.45
HAVISHA, BE,2022-12-22,2.2,2.25,2.25,2.1,2.15,2.15,2.15,44892,0.96,87,None,None
HBANKETF, EQ,2022-12-22,428.54,429.86,431.9,424.71,424.71,425.81,428.79,269810,1156.92,209,266870,98.91
HBLPOWER, EQ,2022-12-22,99.0,100.0,101.25,94.3,95.5,95.65,96.41,3003701,2895.75,19380,1246754,41.51
HBSL, EQ,2022-12-22,53.2,53.2,54.8,49.2,51.1,51.35,50.95,17855,9.1,426,10743,60.17
HCC, EQ,2022-12-22,19.0,19.5,19.65,17.8,18.3,18.3,18.44,67844328,12513.3,36771,19734465,29.09
HCG, EQ,2022-12-22,296.8,297.8,299.4,290.05,290.05,292.4,294.59,133821,394.22,4777,83268,62.22
HCL-INSYS, EQ,2022-12-22,16.9,16.9,17.2,16.0,16.35,16.25,16.39,1591218,260.78,4146,643990,40.47
HCLTECH, EQ,2022-12-22,1040.35,1046.0,1054.65,1033.6,1036.0,1039.1,1041.95,2623451,27335.0,90875,1521521,58.0
HDFC, EQ,2022-12-22,2656.85,2671.0,2671.0,2636.2,2645.0,2644.45,2650.97,2337299,61961.1,100110,1658544,70.96
HDFC, W3,2022-12-22,605.0,610.0,610.25,590.0,600.0,600.0,602.89,131400,792.2,219,124800,94.98
HDFCAMC, EQ,2022-12-22,2228.6,2235.0,2244.85,2175.6,2181.7,2183.1,2196.2,242084,5316.64,15914,99332,41.03
HDFCBANK, EQ,2022-12-22,1617.6,1622.2,1627.5,1609.0,1612.85,1612.05,1617.13,4873548,78811.5,156615,3242753,66.54
HDFCGROWTH, EQ,2022-12-22,88.26,88.7,91.95,86.3,86.3,88.78,88.19,9802,8.64,88,8450,86.21
HDFCLIFE, EQ,2022-12-22,575.4,576.4,582.8,574.0,575.15,577.85,577.88,3424491,19789.6,89487,2347938,68.56
HDFCLOWVOL, EQ,2022-12-22,136.93,135.6,135.6,134.0,134.54,134.55,134.6,5,0.01,5,4,80.0
HDFCMFGETF, EQ,2022-12-22,48.08,48.08,48.36,48.08,48.35,48.28,48.28,453574,218.99,2096,383261,84.5
HDFCMOMENT, EQ,2022-12-22,195.46,197.6,200.0,193.0,193.01,193.4,194.51,355,0.69,37,250,70.42
HDFCNEXT50, EQ,2022-12-22,427.61,427.31,427.61,420.27,427.61,427.18,426.06,1264,5.39,46,1091,86.31
HDFCNIF100, EQ,2022-12-22,182.67,181.05,187.56,181.05,183.8,183.8,184.2,206,0.38,17,155,75.24
HDFCNIFETF, EQ,2022-12-22,197.05,198.29,198.29,195.23,195.75,195.62,196.11,29121,57.11,669,17125,58.81
HDFCNIFIT, EQ,2022-12-22,286.61,287.6,296.08,286.62,287.02,293.54,287.96,312,0.9,23,177,56.73
HDFCPVTBAN, EQ,2022-12-22,222.3,219.8,219.8,215.3,216.14,216.2,217.48,4210,9.16,35,4169,99.03
HDFCQUAL, EQ,2022-12-22,38.93,39.24,39.24,38.5,38.5,38.5,38.72,7005,2.71,44,3905,55.75
HDFCSENETF, EQ,2022-12-22,665.66,669.97,669.97,657.43,663.55,663.1,660.68,5820,38.45,416,2616,44.95
HDFCSILVER, EQ,2022-12-22,67.47,68.37,68.37,66.93,67.01,67.11,67.2,179601,120.7,769,131223,73.06
HDFCVALUE, EQ,2022-12-22,92.16,90.8,91.99,90.18,91.05,91.85,90.94,970,0.88,40,908,93.61
HDIL, BZ,2022-12-22,4.8,4.8,4.9,4.6,4.6,4.6,4.64,385049,17.88,980,None,None
HEADSUP, EQ,2022-12-22,18.15,18.05,18.65,16.4,16.75,17.0,16.96,285983,48.5,1097,149518,52.28
HEALTHY, EQ,2022-12-22,8.29,8.44,8.44,8.25,8.29,8.3,8.34,91713,7.65,488,59881,65.29
HECPROJECT, EQ,2022-12-22,36.3,35.7,35.7,32.35,34.15,33.55,33.73,4314,1.46,151,2019,46.8
HEG, EQ,2022-12-22,1023.05,1028.0,1033.45,995.0,998.0,997.75,1006.1,132676,1334.85,10681,53109,40.03
HEIDELBERG, EQ,2022-12-22,190.65,191.2,193.7,186.5,188.0,188.5,188.76,239307,451.71,5262,126750,52.97
HEMIPROP, EQ,2022-12-22,110.45,111.65,112.4,107.1,108.2,108.5,108.79,1439147,1565.58,10809,547837,38.07
HERANBA, EQ,2022-12-22,508.55,510.05,512.4,499.5,501.0,499.95,501.53,53770,269.68,3716,37281,69.33
HERCULES, EQ,2022-12-22,225.3,226.2,232.05,212.0,213.5,213.6,218.05,174253,379.96,6832,65564,37.63
HERITGFOOD, EQ,2022-12-22,363.85,363.6,366.6,348.45,353.0,351.25,355.29,186576,662.89,11986,90851,48.69
HEROMOTOCO, EQ,2022-12-22,2757.45,2757.2,2796.55,2717.3,2726.0,2727.7,2747.11,483991,13295.8,40171,251881,52.04
HESTERBIO, EQ,2022-12-22,1825.1,1830.5,1834.25,1790.0,1800.0,1796.65,1806.74,2336,42.21,653,1317,56.38
HEXATRADEX, EQ,2022-12-22,161.55,164.9,164.9,158.75,160.1,160.3,160.44,3054,4.9,59,2545,83.33
HFCL, EQ,2022-12-22,75.7,76.2,76.6,71.5,71.95,72.0,73.22,10360451,7585.88,35604,3907553,37.72
HGINFRA, EQ,2022-12-22,565.4,574.95,578.45,554.0,559.9,556.2,559.25,72737,406.78,6154,36541,50.24
HGS, EQ,2022-12-22,1346.8,1346.8,1353.5,1293.55,1301.1,1302.9,1315.45,60536,796.32,6777,30397,50.21
HIKAL, EQ,2022-12-22,354.1,360.0,363.95,338.1,355.5,355.6,352.47,405512,1429.32,14832,113047,27.88
HIL, EQ,2022-12-22,2618.2,2620.0,2642.25,2577.05,2600.0,2605.2,2598.89,10457,271.77,2025,6768,64.72
HILTON, EQ,2022-12-22,62.55,63.8,65.0,59.45,61.65,62.7,62.33,326568,203.54,1649,216703,66.36
HIMATSEIDE, EQ,2022-12-22,87.6,87.6,88.55,83.0,84.8,84.4,84.53,529403,447.51,6964,286350,54.09
HINDALCO, EQ,2022-12-22,457.15,459.45,463.0,447.2,456.05,455.5,453.6,4435416,20118.9,52329,1286514,29.01
HINDCOMPOS, EQ,2022-12-22,289.4,293.6,296.8,282.0,285.0,286.5,289.0,4594,13.28,430,2979,64.85
HINDCON, EQ,2022-12-22,90.0,90.0,90.95,85.5,87.9,87.35,86.83,38167,33.14,668,25065,65.67
HINDCOPPER, EQ,2022-12-22,110.1,111.0,111.5,106.7,107.5,107.4,108.33,2340102,2535.08,13967,732637,31.31
HINDMOTORS, BE,2022-12-22,17.55,17.55,17.55,16.7,16.8,16.75,16.89,619129,104.6,2712,None,None
HINDOILEXP, EQ,2022-12-22,138.6,139.85,139.85,132.55,134.6,134.3,134.81,255025,343.8,4989,122637,48.09
